datum,datum_iso,stunde,geraet_id,standort,latitude,longitude,kfz,pkw,lkw,lfw,krad,fahrrad,v_kfz,v_pkw,v_lkw,v85,modal_share_pkw,modal_share_fahrrad,modal_share_lkw,modal_share_krad
08.12.2023,2023-12-08,17,SEN-002,Boelckestraße,52.4601,13.3849,3140,2290,145,237,468,2974,19.2,17.6,18.3,21.7,37.5,48.6,2.4,7.7
08.12.2023,2023-12-08,18,SEN-002,Boelckestraße,52.4601,13.3849,3019,2138,204,225,452,3129,21.4,20.2,20.6,24.6,34.8,50.9,3.3,7.4
08.12.2023,2023-12-08,19,SEN-002,Boelckestraße,52.4601,13.3849,2055,1323,153,182,397,1866,25.7,26.2,21.3,29.8,33.7,47.6,3.9,10.1
08.12.2023,2023-12-08,20,SEN-002,Boelckestraße,52.4601,13.3849,836,647,36,71,82,780,26.5,27.5,19.1,31.8,40.0,48.3,2.2,5.1
08.12.2023,2023-12-08,21,SEN-002,Boelckestraße,52.4601,13.3849,254,176,17,22,39,268,26.3,25.9,26.4,30.3,33.7,51.3,3.3,7.5
08.12.2023,2023-12-08,22,SEN-002,Boelckestraße,52.4601,13.3849,86,63,5,7,11,87,25.0,23.7,28.9,28.3,36.4,50.3,2.9,6.4
08.12.2023,2023-12-08,23,SEN-002,Boelckestraße,52.4601,13.3849,59,43,3,5,8,58,24.6,24.7,20.5,29.8,36.8,49.6,2.6,6.8
09.12.2023,2023-12-09,0,SEN-002,Boelckestraße,52.4601,13.3849,34,25,2,2,5,38,24.2,23.3,25.3,29.3,34.7,52.8,2.8,6.9
09.12.2023,2023-12-09,1,SEN-002,Boelckestraße,52.4601,13.3849,33,23,2,2,6,20,27.4,27.6,25.0,32.1,43.4,37.7,3.8,11.3
09.12.2023,2023-12-09,2,SEN-002,Boelckestraße,52.4601,13.3849,38,26,2,2,8,29,29.2,30.5,23.4,34.0,38.8,43.3,3.0,11.9
09.12.2023,2023-12-09,3,SEN-002,Boelckestraße,52.4601,13.3849,47,33,3,3,8,49,25.5,25.5,22.4,29.1,34.4,51.0,3.1,8.3
09.12.2023,2023-12-09,4,SEN-002,Boelckestraße,52.4601,13.3849,74,53,4,6,11,87,30.3,32.0,23.5,34.9,32.9,54.0,2.5,6.8
09.12.2023,2023-12-09,5,SEN-002,Boelckestraße,52.4601,13.3849,273,204,13,24,32,281,26.5,27.3,20.7,31.9,36.8,50.7,2.3,5.8
09.12.2023,2023-12-09,6,SEN-002,Boelckestraße,52.4601,13.3849,821,600,38,64,119,739,25.5,24.8,26.3,30.9,38.5,47.4,2.4,7.6
09.12.2023,2023-12-09,7,SEN-002,Boelckestraße,52.4601,13.3849,1573,1154,106,109,204,1459,27.2,28.2,21.3,33.0,38.1,48.1,3.5,6.7
09.12.2023,2023-12-09,8,SEN-002,Boelckestraße,52.4601,13.3849,1985,1567,112,139,167,1873,20.0,18.9,21.5,24.1,40.6,48.5,2.9,4.3
09.12.2023,2023-12-09,9,SEN-002,Boelckestraße,52.4601,13.3849,1477,1087,58,125,207,1427,22.1,21.2,20.4,25.5,37.4,49.1,2.0,7.1
09.12.2023,2023-12-09,10,SEN-002,Boelckestraße,52.4601,13.3849,900,671,46,71,112,742,28.4,29.0,25.1,33.7,40.9,45.2,2.8,6.8
09.12.2023,2023-12-09,11,SEN-002,Boelckestraße,52.4601,13.3849,305,198,23,22,62,288,25.0,24.6,22.6,28.5,33.4,48.6,3.9,10.5
09.12.2023,2023-12-09,12,SEN-002,Boelckestraße,52.4601,13.3849,99,71,5,7,16,84,28.3,28.0,30.7,32.6,38.8,45.9,2.7,8.7
09.12.2023,2023-12-09,13,SEN-002,Boelckestraße,52.4601,13.3849,66,47,2,5,12,75,24.7,24.4,20.8,29.7,33.3,53.2,1.4,8.5
09.12.2023,2023-12-09,14,SEN-002,Boelckestraße,52.4601,13.3849,191,137,12,14,28,175,29.8,32.0,19.8,35.2,37.4,47.8,3.3,7.7
09.12.2023,2023-12-09,15,SEN-002,Boelckestraße,52.4601,13.3849,669,503,44,57,65,605,28.7,29.1,27.3,33.5,39.5,47.5,3.5,5.1
09.12.2023,2023-12-09,16,SEN-002,Boelckestraße,52.4601,13.3849,1595,1138,97,113,247,1424,23.6,23.1,21.3,27.7,37.7,47.2,3.2,8.2
09.12.2023,2023-12-09,17,SEN-002,Boelckestraße,52.4601,13.3849,2386,1726,168,142,350,2215,22.6,22.2,18.4,27.1,37.5,48.1,3.7,7.6
09.12.2023,2023-12-09,18,SEN-002,Boelckestraße,52.4601,13.3849,2455,1696,136,195,428,2219,22.6,22.0,18.9,26.3,36.3,47.5,2.9,9.2
09.12.2023,2023-12-09,19,SEN-002,Boelckestraße,52.4601,13.3849,1543,1073,87,121,262,1430,22.3,22.0,16.3,25.6,36.1,48.1,2.9,8.8
09.12.2023,2023-12-09,20,SEN-002,Boelckestraße,52.4601,13.3849,668,484,36,52,96,649,24.5,24.3,21.5,28.3,36.8,49.3,2.7,7.3
09.12.2023,2023-12-09,21,SEN-002,Boelckestraße,52.4601,13.3849,202,135,11,15,41,182,25.0,24.5,23.0,30.4,35.2,47.4,2.9,10.7
09.12.2023,2023-12-09,22,SEN-002,Boelckestraße,52.4601,13.3849,70,51,4,5,10,64,28.6,28.9,27.6,33.7,38.1,47.8,3.0,7.5
09.12.2023,2023-12-09,23,SEN-002,Boelckestraße,52.4601,13.3849,38,26,2,3,7,34,31.5,33.5,25.9,36.9,36.1,47.2,2.8,9.7
10.12.2023,2023-12-10,0,SEN-002,Boelckestraße,52.4601,13.3849,29,21,2,2,4,41,30.3,32.7,20.3,34.9,30.0,58.6,2.9,5.7
10.12.2023,2023-12-10,1,SEN-002,Boelckestraße,52.4601,13.3849,33,23,2,2,6,45,25.9,26.5,19.0,30.4,29.5,57.7,2.6,7.7
10.12.2023,2023-12-10,2,SEN-002,Boelckestraße,52.4601,13.3849,37,27,2,2,6,48,26.8,26.8,24.6,30.4,31.8,56.5,2.4,7.1
10.12.2023,2023-12-10,3,SEN-002,Boelckestraße,52.4601,13.3849,39,28,1,2,8,50,25.4,24.1,30.2,30.5,31.5,56.2,1.1,9.0
10.12.2023,2023-12-10,4,SEN-002,Boelckestraße,52.4601,13.3849,79,55,5,6,13,126,30.7,32.9,22.8,36.6,26.8,61.5,2.4,6.3
10.12.2023,2023-12-10,5,SEN-002,Boelckestraße,52.4601,13.3849,237,176,12,16,33,319,23.9,23.1,23.8,28.6,31.7,57.4,2.2,5.9
10.12.2023,2023-12-10,6,SEN-002,Boelckestraße,52.4601,13.3849,740,534,38,65,103,1039,29.2,29.3,29.6,34.8,30.0,58.4,2.1,5.8
10.12.2023,2023-12-10,7,SEN-002,Boelckestraße,52.4601,13.3849,1338,1005,72,108,153,1989,23.2,22.9,20.6,26.7,30.2,59.8,2.2,4.6
10.12.2023,2023-12-10,8,SEN-002,Boelckestraße,52.4601,13.3849,1765,1253,127,142,243,2398,22.7,22.7,17.7,25.8,30.1,57.6,3.1,5.8
10.12.2023,2023-12-10,9,SEN-002,Boelckestraße,52.4601,13.3849,1355,1055,61,99,140,1871,24.2,25.0,15.9,29.3,32.7,58.0,1.9,4.3
10.12.2023,2023-12-10,10,SEN-002,Boelckestraße,52.4601,13.3849,791,575,51,56,109,987,24.7,24.2,24.1,30.0,32.3,55.5,2.9,6.1
10.12.2023,2023-12-10,11,SEN-002,Boelckestraße,52.4601,13.3849,265,192,13,24,36,394,29.3,30.0,26.8,34.4,29.1,59.8,2.0,5.5
10.12.2023,2023-12-10,12,SEN-002,Boelckestraße,52.4601,13.3849,93,65,5,7,16,124,30.3,31.6,26.5,36.5,30.0,57.1,2.3,7.4
10.12.2023,2023-12-10,13,SEN-002,Boelckestraße,52.4601,13.3849,53,40,2,3,8,99,28.8,29.5,24.7,32.7,26.3,65.1,1.3,5.3
10.12.2023,2023-12-10,14,SEN-002,Boelckestraße,52.4601,13.3849,185,135,11,13,26,253,34.1,37.1,23.8,41.5,30.8,57.8,2.5,5.9
10.12.2023,2023-12-10,15,SEN-002,Boelckestraße,52.4601,13.3849,581,396,27,47,111,840,26.7,26.4,26.2,32.3,27.9,59.1,1.9,7.8
10.12.2023,2023-12-10,16,SEN-002,Boelckestraße,52.4601,13.3849,1383,1044,66,98,175,1901,23.1,22.7,20.2,26.2,31.8,57.9,2.0,5.3
10.12.2023,2023-12-10,17,SEN-002,Boelckestraße,52.4601,13.3849,2036,1536,124,155,221,2907,21.8,21.7,17.1,26.6,31.1,58.8,2.5,4.5
10.12.2023,2023-12-10,18,SEN-002,Boelckestraße,52.4601,13.3849,2138,1585,152,179,222,3004,25.9,27.3,17.8,31.1,30.8,58.4,3.0,4.3
10.12.2023,2023-12-10,19,SEN-002,Boelckestraße,52.4601,13.3849,1391,1001,62,79,249,1989,21.3,19.9,19.4,24.3,29.6,58.8,1.8,7.4
10.12.2023,2023-12-10,20,SEN-002,Boelckestraße,52.4601,13.3849,593,449,27,45,72,840,24.4,24.3,21.3,27.6,31.3,58.6,1.9,5.0
10.12.2023,2023-12-10,21,SEN-002,Boelckestraße,52.4601,13.3849,182,132,10,15,25,226,27.8,29.0,21.6,32.2,32.4,55.4,2.5,6.1
10.12.2023,2023-12-10,22,SEN-002,Boelckestraße,52.4601,13.3849,61,42,3,4,12,82,28.8,29.2,27.6,33.5,29.4,57.3,2.1,8.4
10.12.2023,2023-12-10,23,SEN-002,Boelckestraße,52.4601,13.3849,28,20,1,2,5,67,25.0,24.2,25.3,29.5,21.1,70.5,1.1,5.3
11.12.2023,2023-12-11,0,SEN-002,Boelckestraße,52.4601,13.3849,47,34,2,3,8,50,31.6,33.2,26.3,36.7,35.1,51.5,2.1,8.2
11.12.2023,2023-12-11,1,SEN-002,Boelckestraße,52.4601,13.3849,36,26,2,3,5,56,27.2,26.7,28.9,33.1,28.3,60.9,2.2,5.4
11.12.2023,2023-12-11,2,SEN-002,Boelckestraße,52.4601,13.3849,41,31,1,3,6,62,27.0,27.6,20.5,31.8,30.1,60.2,1.0,5.8
11.12.2023,2023-12-11,3,SEN-002,Boelckestraße,52.4601,13.3849,66,45,4,4,13,86,27.4,28.3,21.5,32.8,29.6,56.6,2.6,8.6
11.12.2023,2023-12-11,4,SEN-002,Boelckestraße,52.4601,13.3849,99,71,5,6,17,156,26.7,26.9,23.6,31.6,27.8,61.2,2.0,6.7
11.12.2023,2023-12-11,5,SEN-002,Boelckestraße,52.4601,13.3849,345,254,27,22,42,488,30.4,31.7,25.5,36.9,30.5,58.6,3.2,5.0
11.12.2023,2023-12-11,6,SEN-002,Boelckestraße,52.4601,13.3849,893,656,43,66,128,1305,29.3,30.1,26.3,33.3,29.8,59.4,2.0,5.8
11.12.2023,2023-12-11,7,SEN-002,Boelckestraße,52.4601,13.3849,1607,1223,110,113,161,2459,24.6,25.2,18.8,29.5,30.1,60.5,2.7,4.0
11.12.2023,2023-12-11,8,SEN-002,Boelckestraße,52.4601,13.3849,2139,1477,120,148,394,2986,24.0,23.4,21.4,27.5,28.8,58.3,2.3,7.7
11.12.2023,2023-12-11,9,SEN-002,Boelckestraße,52.4601,13.3849,1749,1278,89,133,249,2462,21.0,19.1,23.7,23.8,30.3,58.5,2.1,5.9
11.12.2023,2023-12-11,10,SEN-002,Boelckestraße,52.4601,13.3849,849,617,54,72,106,1262,30.2,32.0,23.2,34.2,29.2,59.8,2.6,5.0
11.12.2023,2023-12-11,11,SEN-002,Boelckestraße,52.4601,13.3849,348,259,22,25,42,444,28.3,30.1,18.5,33.7,32.7,56.1,2.8,5.3
11.12.2023,2023-12-11,12,SEN-002,Boelckestraße,52.4601,13.3849,113,80,6,8,19,145,25.7,25.4,24.5,30.7,31.0,56.2,2.3,7.4
11.12.2023,2023-12-11,13,SEN-002,Boelckestraße,52.4601,13.3849,76,52,4,5,15,103,28.9,29.9,24.7,33.6,29.1,57.5,2.2,8.4
11.12.2023,2023-12-11,14,SEN-002,Boelckestraße,52.4601,13.3849,215,164,12,17,22,331,26.9,27.5,22.7,32.0,30.0,60.6,2.2,4.0
11.12.2023,2023-12-11,15,SEN-002,Boelckestraße,52.4601,13.3849,748,571,46,46,85,1029,30.9,32.5,23.9,35.6,32.1,57.9,2.6,4.8
11.12.2023,2023-12-11,16,SEN-002,Boelckestraße,52.4601,13.3849,1719,1270,116,130,203,2406,26.4,27.0,21.9,32.2,30.8,58.3,2.8,4.9
11.12.2023,2023-12-11,17,SEN-002,Boelckestraße,52.4601,13.3849,2621,1914,163,231,313,3623,24.0,24.8,16.9,27.6,30.7,58.0,2.6,5.0
11.12.2023,2023-12-11,18,SEN-002,Boelckestraße,52.4601,13.3849,2623,1891,170,204,358,3741,19.6,18.9,15.1,22.4,29.7,58.8,2.7,5.6
11.12.2023,2023-12-11,19,SEN-002,Boelckestraße,52.4601,13.3849,1605,1158,109,134,204,2377,24.0,24.2,19.4,28.6,29.1,59.7,2.7,5.1
11.12.2023,2023-12-11,20,SEN-002,Boelckestraße,52.4601,13.3849,675,465,56,61,93,1013,25.2,25.0,23.6,29.4,27.5,60.0,3.3,5.5
11.12.2023,2023-12-11,21,SEN-002,Boelckestraße,52.4601,13.3849,209,144,13,17,35,309,31.0,33.7,21.7,37.1,27.8,59.7,2.5,6.8
11.12.2023,2023-12-11,22,SEN-002,Boelckestraße,52.4601,13.3849,53,38,3,3,9,104,30.3,31.7,25.2,36.1,24.2,66.2,1.9,5.7
11.12.2023,2023-12-11,23,SEN-002,Boelckestraße,52.4601,13.3849,42,30,2,3,7,68,28.4,28.5,28.0,33.7,27.3,61.8,1.8,6.4
12.12.2023,2023-12-12,0,SEN-002,Boelckestraße,52.4601,13.3849,47,34,3,3,7,67,29.0,28.9,30.7,34.8,29.8,58.8,2.6,6.1
12.12.2023,2023-12-12,1,SEN-002,Boelckestraße,52.4601,13.3849,44,34,2,3,5,65,27.4,27.9,23.3,31.7,31.2,59.6,1.8,4.6
12.12.2023,2023-12-12,2,SEN-002,Boelckestraße,52.4601,13.3849,55,38,3,4,10,65,25.9,26.6,19.3,30.6,31.7,54.2,2.5,8.3
12.12.2023,2023-12-12,3,SEN-002,Boelckestraße,52.4601,13.3849,59,43,2,4,10,83,27.6,27.7,26.6,32.1,30.3,58.5,1.4,7.0
12.12.2023,2023-12-12,4,SEN-002,Boelckestraße,52.4601,13.3849,132,88,7,12,25,162,25.3,24.1,27.0,29.5,29.9,55.1,2.4,8.5
12.12.2023,2023-12-12,5,SEN-002,Boelckestraße,52.4601,13.3849,373,271,20,35,47,550,29.2,31.7,17.6,33.8,29.4,59.6,2.2,5.1
12.12.2023,2023-12-12,6,SEN-002,Boelckestraße,52.4601,13.3849,1182,853,94,92,143,1453,24.9,23.6,28.3,28.4,32.4,55.1,3.6,5.4
12.12.2023,2023-12-12,7,SEN-002,Boelckestraße,52.4601,13.3849,2199,1484,135,189,391,2641,25.5,26.4,18.6,30.8,30.7,54.6,2.8,8.1
12.12.2023,2023-12-12,8,SEN-002,Boelckestraße,52.4601,13.3849,2666,1838,159,211,458,3484,23.4,22.7,21.3,28.1,29.9,56.7,2.6,7.4
12.12.2023,2023-12-12,9,SEN-002,Boelckestraße,52.4601,13.3849,2211,1645,147,167,252,2757,18.2,17.6,13.8,22.1,33.1,55.5,3.0,5.1
12.12.2023,2023-12-12,10,SEN-002,Boelckestraße,52.4601,13.3849,1200,832,72,93,203,1453,26.2,26.9,20.7,31.9,31.4,54.8,2.7,7.7
12.12.2023,2023-12-12,11,SEN-002,Boelckestraße,52.4601,13.3849,415,321,28,33,33,527,27.7,28.8,21.5,32.0,34.1,55.9,3.0,3.5
12.12.2023,2023-12-12,12,SEN-002,Boelckestraße,52.4601,13.3849,142,106,6,13,17,190,31.5,34.3,19.1,35.6,31.9,57.2,1.8,5.1
12.12.2023,2023-12-12,13,SEN-002,Boelckestraße,52.4601,13.3849,111,85,5,7,14,147,29.7,31.1,22.2,35.4,32.9,57.0,1.9,5.4
12.12.2023,2023-12-12,14,SEN-002,Boelckestraße,52.4601,13.3849,288,212,14,19,43,387,23.3,22.5,22.4,26.7,31.4,57.3,2.1,6.4
12.12.2023,2023-12-12,15,SEN-002,Boelckestraße,52.4601,13.3849,970,729,52,74,115,1113,27.0,27.7,21.7,32.0,35.0,53.4,2.5,5.5
12.12.2023,2023-12-12,16,SEN-002,Boelckestraße,52.4601,13.3849,2202,1533,143,169,357,2747,21.9,20.6,21.4,24.8,31.0,55.5,2.9,7.2
12.12.2023,2023-12-12,17,SEN-002,Boelckestraße,52.4601,13.3849,3326,2324,208,239,555,4254,21.1,20.2,17.4,25.3,30.7,56.1,2.7,7.3
12.12.2023,2023-12-12,18,SEN-002,Boelckestraße,52.4601,13.3849,3349,2414,216,324,395,4236,19.7,19.4,14.9,24.0,31.8,55.8,2.8,5.2
12.12.2023,2023-12-12,19,SEN-002,Boelckestraße,52.4601,13.3849,2177,1637,131,197,212,2735,24.9,25.3,20.9,28.4,33.3,55.7,2.7,4.3
12.12.2023,2023-12-12,20,SEN-002,Boelckestraße,52.4601,13.3849,873,616,54,55,148,1165,24.1,24.1,19.0,29.1,30.2,57.2,2.6,7.3
12.12.2023,2023-12-12,21,SEN-002,Boelckestraße,52.4601,13.3849,288,204,16,21,47,365,28.4,28.8,26.7,33.3,31.2,55.9,2.5,7.2
12.12.2023,2023-12-12,22,SEN-002,Boelckestraße,52.4601,13.3849,104,69,6,9,20,114,29.1,29.8,27.2,35.0,31.7,52.3,2.8,9.2
12.12.2023,2023-12-12,23,SEN-002,Boelckestraße,52.4601,13.3849,44,33,2,3,6,72,27.8,28.9,20.1,32.8,28.4,62.1,1.7,5.2
13.12.2023,2023-12-13,0,SEN-002,Boelckestraße,52.4601,13.3849,64,45,4,4,11,50,27.7,28.0,25.5,31.9,39.5,43.9,3.5,9.6
13.12.2023,2023-12-13,1,SEN-002,Boelckestraße,52.4601,13.3849,54,40,3,4,7,44,27.7,28.1,24.9,33.1,40.8,44.9,3.1,7.1
13.12.2023,2023-12-13,2,SEN-002,Boelckestraße,52.4601,13.3849,53,39,3,4,7,46,27.5,26.7,31.6,32.0,39.4,46.5,3.0,7.1
13.12.2023,2023-12-13,3,SEN-002,Boelckestraße,52.4601,13.3849,60,43,4,5,8,61,30.7,32.8,23.2,34.9,35.5,50.4,3.3,6.6
13.12.2023,2023-12-13,4,SEN-002,Boelckestraße,52.4601,13.3849,126,91,7,8,20,115,29.3,30.6,23.0,34.2,37.8,47.7,2.9,8.3
13.12.2023,2023-12-13,5,SEN-002,Boelckestraße,52.4601,13.3849,440,309,30,34,67,374,26.3,26.1,25.5,30.6,38.0,45.9,3.7,8.2
13.12.2023,2023-12-13,6,SEN-002,Boelckestraße,52.4601,13.3849,1276,868,94,122,192,1017,23.0,22.6,20.1,26.4,37.9,44.4,4.1,8.4
13.12.2023,2023-12-13,7,SEN-002,Boelckestraße,52.4601,13.3849,2393,1769,162,185,277,1929,23.5,24.3,16.1,27.6,40.9,44.6,3.7,6.4
13.12.2023,2023-12-13,8,SEN-002,Boelckestraße,52.4601,13.3849,3033,2160,117,207,549,2363,19.4,17.4,17.8,23.6,40.0,43.8,2.2,10.2
13.12.2023,2023-12-13,9,SEN-002,Boelckestraße,52.4601,13.3849,2388,1736,140,186,326,1924,23.1,22.9,19.2,27.9,40.3,44.6,3.2,7.6
13.12.2023,2023-12-13,10,SEN-002,Boelckestraße,52.4601,13.3849,1232,892,73,102,165,1039,25.2,26.0,18.4,29.0,39.3,45.8,3.2,7.3
13.12.2023,2023-12-13,11,SEN-002,Boelckestraße,52.4601,13.3849,437,310,27,38,62,369,27.5,29.5,17.6,31.2,38.5,45.8,3.3,7.7
13.12.2023,2023-12-13,12,SEN-002,Boelckestraße,52.4601,13.3849,137,97,8,8,24,139,29.1,30.6,22.0,33.2,35.1,50.4,2.9,8.7
13.12.2023,2023-12-13,13,SEN-002,Boelckestraße,52.4601,13.3849,109,73,8,10,18,92,29.5,30.8,25.7,34.8,36.3,45.8,4.0,9.0
13.12.2023,2023-12-13,14,SEN-002,Boelckestraße,52.4601,13.3849,315,232,19,20,44,269,31.2,33.4,21.6,37.6,39.7,46.1,3.3,7.5
13.12.2023,2023-12-13,15,SEN-002,Boelckestraße,52.4601,13.3849,999,790,77,91,41,853,29.8,32.4,17.9,34.4,42.7,46.1,4.2,2.2
13.12.2023,2023-12-13,16,SEN-002,Boelckestraße,52.4601,13.3849,2397,1786,167,178,266,2010,25.5,26.0,21.3,30.0,40.5,45.6,3.8,6.0
13.12.2023,2023-12-13,17,SEN-002,Boelckestraße,52.4601,13.3849,3656,2569,182,233,672,2984,24.4,24.3,19.2,28.0,38.7,44.9,2.7,10.1
13.12.2023,2023-12-13,18,SEN-002,Boelckestraße,52.4601,13.3849,3725,2698,232,314,481,2945,20.3,19.8,15.8,24.1,40.4,44.2,3.5,7.2
13.12.2023,2023-12-13,19,SEN-002,Boelckestraße,52.4601,13.3849,2310,1669,153,222,266,1809,27.2,29.2,18.0,31.8,40.5,43.9,3.7,6.5
13.12.2023,2023-12-13,20,SEN-002,Boelckestraße,52.4601,13.3849,975,712,39,65,159,871,31.2,32.6,26.8,36.0,38.6,47.2,2.1,8.6
13.12.2023,2023-12-13,21,SEN-002,Boelckestraße,52.4601,13.3849,314,224,18,24,48,241,30.8,32.9,22.5,35.3,40.4,43.4,3.2,8.6
13.12.2023,2023-12-13,22,SEN-002,Boelckestraße,52.4601,13.3849,126,93,6,10,17,94,34.9,38.9,19.1,40.1,42.3,42.7,2.7,7.7
13.12.2023,2023-12-13,23,SEN-002,Boelckestraße,52.4601,13.3849,64,43,4,4,13,56,27.3,27.1,26.9,31.9,35.8,46.7,3.3,10.8
14.12.2023,2023-12-14,0,SEN-002,Boelckestraße,52.4601,13.3849,66,50,4,5,7,52,26.7,27.8,19.9,32.2,42.4,44.1,3.4,5.9
14.12.2023,2023-12-14,1,SEN-002,Boelckestraße,52.4601,13.3849,57,44,3,5,5,80,22.6,22.1,22.1,26.6,32.1,58.4,2.2,3.6
14.12.2023,2023-12-14,2,SEN-002,Boelckestraße,52.4601,13.3849,68,46,5,5,12,63,25.8,26.0,22.0,30.2,35.1,48.1,3.8,9.2
14.12.2023,2023-12-14,3,SEN-002,Boelckestraße,52.4601,13.3849,63,45,3,3,12,72,28.5,28.8,27.6,33.0,33.3,53.3,2.2,8.9
14.12.2023,2023-12-14,4,SEN-002,Boelckestraße,52.4601,13.3849,152,111,9,12,20,148,27.4,27.4,26.7,33.0,37.0,49.3,3.0,6.7
14.12.2023,2023-12-14,5,SEN-002,Boelckestraße,52.4601,13.3849,443,309,28,34,72,530,27.0,28.0,20.9,32.7,31.8,54.5,2.9,7.4
14.12.2023,2023-12-14,6,SEN-002,Boelckestraße,52.4601,13.3849,1301,980,81,129,111,1413,28.0,29.0,23.4,32.6,36.1,52.1,3.0,4.1
14.12.2023,2023-12-14,7,SEN-002,Boelckestraße,52.4601,13.3849,2575,1758,133,247,437,2544,22.9,21.8,22.1,27.5,34.3,49.7,2.6,8.5
14.12.2023,2023-12-14,8,SEN-002,Boelckestraße,52.4601,13.3849,3077,2147,182,295,453,3233,21.8,21.3,18.2,25.5,34.0,51.2,2.9,7.2
14.12.2023,2023-12-14,9,SEN-002,Boelckestraße,52.4601,13.3849,2417,1795,117,185,320,2591,25.4,25.6,21.1,31.0,35.8,51.7,2.3,6.4
14.12.2023,2023-12-14,10,SEN-002,Boelckestraße,52.4601,13.3849,1307,993,80,89,145,1436,23.1,22.7,21.5,26.6,36.2,52.4,2.9,5.3
14.12.2023,2023-12-14,11,SEN-002,Boelckestraße,52.4601,13.3849,446,325,27,37,57,495,23.3,22.6,22.8,28.2,34.5,52.6,2.9,6.1
14.12.2023,2023-12-14,12,SEN-002,Boelckestraße,52.4601,13.3849,145,109,7,11,18,162,27.4,27.2,27.8,31.1,35.5,52.8,2.3,5.9
14.12.2023,2023-12-14,13,SEN-002,Boelckestraße,52.4601,13.3849,100,73,6,7,14,113,28.6,30.6,18.2,33.7,34.3,53.1,2.8,6.6
14.12.2023,2023-12-14,14,SEN-002,Boelckestraße,52.4601,13.3849,284,214,16,20,34,352,27.8,28.0,26.1,33.7,33.6,55.3,2.5,5.3
14.12.2023,2023-12-14,15,SEN-002,Boelckestraße,52.4601,13.3849,1080,770,62,91,157,1095,23.9,23.9,20.0,28.7,35.4,50.3,2.9,7.2
14.12.2023,2023-12-14,16,SEN-002,Boelckestraße,52.4601,13.3849,2358,1658,149,180,371,2562,21.8,20.2,22.7,24.8,33.7,52.1,3.0,7.5
14.12.2023,2023-12-14,17,SEN-002,Boelckestraße,52.4601,13.3849,3733,2838,285,278,332,4007,21.3,20.5,21.3,25.2,36.7,51.8,3.7,4.3
14.12.2023,2023-12-14,18,SEN-002,Boelckestraße,52.4601,13.3849,3814,3090,219,378,127,3956,23.3,24.5,15.9,27.8,39.8,50.9,2.8,1.6
14.12.2023,2023-12-14,19,SEN-002,Boelckestraße,52.4601,13.3849,2461,1694,135,238,394,2583,18.1,14.7,23.4,21.9,33.6,51.2,2.7,7.8
14.12.2023,2023-12-14,20,SEN-002,Boelckestraße,52.4601,13.3849,1038,770,44,82,142,1047,23.1,21.9,25.0,26.3,36.9,50.2,2.1,6.8
14.12.2023,2023-12-14,21,SEN-002,Boelckestraße,52.4601,13.3849,359,265,18,27,49,327,29.8,31.2,23.7,35.3,38.6,47.7,2.6,7.1
14.12.2023,2023-12-14,22,SEN-002,Boelckestraße,52.4601,13.3849,96,67,4,7,18,88,30.9,32.3,26.7,35.9,36.4,47.8,2.2,9.8
14.12.2023,2023-12-14,23,SEN-002,Boelckestraße,52.4601,13.3849,65,47,4,4,10,64,27.0,27.6,22.5,31.0,36.4,49.6,3.1,7.8
15.12.2023,2023-12-15,0,SEN-002,Boelckestraße,52.4601,13.3849,52,39,3,3,7,67,29.5,30.8,23.1,34.0,32.8,56.3,2.5,5.9
15.12.2023,2023-12-15,1,SEN-002,Boelckestraße,52.4601,13.3849,56,39,3,3,11,68,25.4,24.8,24.5,29.7,31.5,54.8,2.4,8.9
15.12.2023,2023-12-15,2,SEN-002,Boelckestraße,52.4601,13.3849,64,45,4,5,10,70,28.2,29.9,20.0,33.8,33.6,52.2,3.0,7.5
15.12.2023,2023-12-15,3,SEN-002,Boelckestraße,52.4601,13.3849,69,50,3,5,11,70,23.5,22.2,25.4,26.9,36.0,50.4,2.2,7.9
15.12.2023,2023-12-15,4,SEN-002,Boelckestraße,52.4601,13.3849,136,98,9,9,20,128,30.7,33.3,19.5,37.0,37.1,48.5,3.4,7.6
15.12.2023,2023-12-15,5,SEN-002,Boelckestraße,52.4601,13.3849,451,342,25,29,55,478,28.2,29.1,22.7,32.0,36.8,51.5,2.7,5.9
15.12.2023,2023-12-15,6,SEN-002,Boelckestraße,52.4601,13.3849,1267,898,56,106,207,1323,24.4,24.1,21.2,29.0,34.7,51.1,2.2,8.0
15.12.2023,2023-12-15,7,SEN-002,Boelckestraße,52.4601,13.3849,2470,1687,128,251,404,2652,20.3,20.4,11.8,23.9,32.9,51.8,2.5,7.9
15.12.2023,2023-12-15,8,SEN-002,Boelckestraße,52.4601,13.3849,3077,2286,182,224,385,3103,23.2,23.7,15.7,26.4,37.0,50.2,2.9,6.2
15.12.2023,2023-12-15,9,SEN-002,Boelckestraße,52.4601,13.3849,2458,1874,197,187,200,2547,23.9,24.7,17.7,28.6,37.4,50.9,3.9,4.0
15.12.2023,2023-12-15,10,SEN-002,Boelckestraße,52.4601,13.3849,1269,882,49,124,214,1274,25.9,26.0,22.8,30.1,34.7,50.1,1.9,8.4
15.12.2023,2023-12-15,11,SEN-002,Boelckestraße,52.4601,13.3849,430,319,31,31,49,456,28.2,28.7,25.9,33.3,36.0,51.5,3.5,5.5
